TabellarischeAuswertung von: 01.11.2023 00:00:00 bis: 20.11.2023 00:00:00;;;;;
01.11.2023 00:35:51;;90,96;;;
01.11.2023 00:35:53;;102,42;;;
01.11.2023 00:35:53;;105,78;;104,07;
01.11.2023 00:35:55;;107,05;;;
01.11.2023 00:35:57;;108,21;;;
01.11.2023 00:35:59;;107,13;;;
01.11.2023 00:36:01;;101,26;54,06;;
01.11.2023 00:36:01;;107,13;;;
01.11.2023 00:36:03;;97,41;;102,63;
01.11.2023 00:36:03;;101,26;;;
01.11.2023 00:36:05;;99,08;;;
01.11.2023 00:36:07;;92,13;;;36,04
01.11.2023 00:36:07;;99,08;;;
01.11.2023 00:36:09;;87,52;;101,45;
01.11.2023 00:36:09;;92,13;;;
01.11.2023 00:36:11;;89,09;55,20;;
01.11.2023 00:36:13;;91,42;;;
01.11.2023 00:36:15;;92,69;;;
01.11.2023 00:36:17;;92,69;;;
01.11.2023 00:36:17;;99,58;;102,83;
01.11.2023 00:36:19;;107,38;;103,96;
01.11.2023 00:36:19;;99,58;;;
01.11.2023 00:36:21;;107,38;;;
01.11.2023 00:36:21;;102,13;;102,93;
01.11.2023 00:36:23;;94,94;;100,92;
01.11.2023 00:36:23;;102,13;;;
01.11.2023 00:36:25;;88,43;;;
01.11.2023 00:36:25;;94,94;;;
01.11.2023 00:36:27;;83,42;;99,39;
01.11.2023 00:36:27;;88,43;;;
01.11.2023 00:36:29;;;;;34,73
01.11.2023 00:36:31;;83,42;;;
01.11.2023 00:36:31;;93,19;;101,24;33,56
01.11.2023 00:36:33;;105,37;56,46;102,58;
01.11.2023 00:36:33;;93,19;;;
01.11.2023 00:36:35;;;;;31,85
01.11.2023 00:36:39;;102,28;;101,42;
01.11.2023 00:36:39;;105,37;;;
01.11.2023 00:36:41;;95,75;54,80;99,99;30,46
01.11.2023 00:36:41;;102,28;;;
01.11.2023 00:36:43;;89,83;;;
01.11.2023 00:36:43;;95,75;;;
01.11.2023 00:36:45;;89,83;;;
01.11.2023 00:36:45;;93,17;;;
01.11.2023 00:36:47;;96,30;;;
01.11.2023 00:36:47;;93,17;;;
01.11.2023 00:36:49;;97,85;;101,10;
01.11.2023 00:36:51;;97,85;;;
01.11.2023 00:36:51;;100,91;;;29,43
01.11.2023 00:36:53;;103,92;;102,47;
01.11.2023 00:36:53;;100,91;;;
01.11.2023 00:36:57;;105,02;56,87;103,58;
01.11.2023 00:36:59;;112,04;;105,20;
01.11.2023 00:36:59;;105,02;;;
01.11.2023 00:37:01;;110,85;;;
01.11.2023 00:37:03;;103,30;;104,02;28,27
01.11.2023 00:37:03;;110,85;;;
01.11.2023 00:37:05;;95,44;;102,83;
01.11.2023 00:37:05;;103,30;;;
01.11.2023 00:37:07;;89,53;54,80;;
01.11.2023 00:37:07;;95,44;;;
01.11.2023 00:37:09;;86,37;;101,49;
01.11.2023 00:37:09;;89,53;;;
01.11.2023 00:37:11;;91,42;;;
01.11.2023 00:37:11;;86,37;;;
01.11.2023 00:37:13;;104,99;55,94;;
01.11.2023 00:37:13;;91,42;;;
01.11.2023 00:37:15;;110,88;57,12;103,78;
01.11.2023 00:37:15;;104,99;;;
01.11.2023 00:37:17;NaN;109,34;57,42;103,97;28,13
01.11.2023 00:37:19;;107,77;;;
01.11.2023 00:37:21;;103,25;;;
01.11.2023 00:37:21;;107,77;;;
01.11.2023 00:37:23;;103,25;;;
01.11.2023 00:37:23;;96,69;56,22;;
01.11.2023 00:37:25;;91,43;;101,99;30,51
01.11.2023 00:37:25;;96,69;;;
01.11.2023 00:37:27;;96,12;;;
01.11.2023 00:37:27;;91,43;;;
01.11.2023 00:37:29;;97,21;;;31,70
01.11.2023 00:37:31;;99,59;;;
01.11.2023 00:37:33;;101,93;;;
01.11.2023 00:37:35;;101,93;;;
01.11.2023 00:37:35;;105,50;;;32,93
01.11.2023 00:37:37;;104,15;;103,17;
01.11.2023 00:37:39;;102,28;;;34,30
01.11.2023 00:37:41;;105,08;;;
01.11.2023 00:37:43;;107,40;;;
01.11.2023 00:37:45;;96,13;;;
01.11.2023 00:37:45;;107,40;;;
01.11.2023 00:37:47;;90,46;;102,01;
01.11.2023 00:37:47;;96,13;;;
01.11.2023 00:37:49;;92,09;;;
01.11.2023 00:37:51;;93,31;;;35,73
01.11.2023 00:37:53;;95,93;;;
01.11.2023 00:37:55;;112,72;;104,56;
01.11.2023 00:37:55;;95,93;;;
01.11.2023 00:37:57;;116,72;57,30;;36,74
01.11.2023 00:37:57;;112,72;;;
01.11.2023 00:37:59;;116,72;;;
01.11.2023 00:37:59;;113,16;;;
01.11.2023 00:38:01;;104,15;56,10;103,36;
01.11.2023 00:38:01;;113,16;;;
01.11.2023 00:38:03;;95,91;54,63;101,62;38,17
01.11.2023 00:38:03;;104,15;;;
01.11.2023 00:38:05;;87,58;;99,95;
01.11.2023 00:38:05;;95,91;;;
01.11.2023 00:38:07;;84,67;;;39,37
01.11.2023 00:38:09;;86,55;;;
01.11.2023 00:38:11;;82,64;53,50;98,65;
01.11.2023 00:38:11;;86,55;;;
01.11.2023 00:38:13;;78,81;;97,21;
01.11.2023 00:38:13;;82,64;;;
01.11.2023 00:38:17;;74,76;52,20;;
01.11.2023 00:38:17;;78,81;;;
01.11.2023 00:38:19;;77,59;;;41,20
01.11.2023 00:38:21;;87,92;;;
01.11.2023 00:38:21;;77,59;;;
01.11.2023 00:38:23;;87,92;;;
01.11.2023 00:38:23;;95,81;;99,89;
01.11.2023 00:38:25;;97,42;;;
01.11.2023 00:38:27;;;53,28;;42,49
01.11.2023 00:38:29;;95,27;;;
01.11.2023 00:38:31;;89,94;;97,92;
01.11.2023 00:38:31;;95,27;;;
01.11.2023 00:38:33;;85,84;;;
01.11.2023 00:38:33;;89,94;;;
01.11.2023 00:38:37;;93,12;;99,23;41,39
01.11.2023 00:38:37;;85,84;;;
01.11.2023 00:38:39;;94,62;;;
01.11.2023 00:38:43;;96,67;;;
01.11.2023 00:38:45;;95,29;;;
01.11.2023 00:38:47;;93,83;;;
01.11.2023 00:38:49;;95,09;;;
01.11.2023 00:38:51;;99,97;;;
01.11.2023 00:38:51;;95,09;;;
01.11.2023 00:38:53;;99,97;;;
01.11.2023 00:38:53;;96,22;;;
01.11.2023 00:38:55;;87,07;;;
01.11.2023 00:38:55;;96,22;;;
01.11.2023 00:38:57;;;;97,22;
01.11.2023 00:38:59;;89,77;;;
01.11.2023 00:39:01;;92,25;;98,24;
01.11.2023 00:39:03;;94,72;;;
01.11.2023 00:39:05;;104,77;54,44;101,10;
01.11.2023 00:39:05;;94,72;;;
01.11.2023 00:39:07;;108,35;;102,67;
01.11.2023 00:39:07;;104,77;;;
01.11.2023 00:39:09;;103,76;;;39,99
01.11.2023 00:39:09;;108,35;;;
01.11.2023 00:39:11;;98,08;;;
01.11.2023 00:39:11;;103,76;;;
01.11.2023 00:39:13;;98,08;;;39,99
01.11.2023 00:39:13;;83,17;;101,62;36,76
01.11.2023 00:39:15;;75,91;;;
01.11.2023 00:39:15;;83,17;;;
01.11.2023 00:39:19;;80,81;55,48;;35,03
01.11.2023 00:39:19;;75,91;;;
01.11.2023 00:39:21;;78,07;;;
01.11.2023 00:39:23;;72,37;53,95;100,02;
01.11.2023 00:39:23;;78,07;;;
01.11.2023 00:39:25;;74,25;;;
01.11.2023 00:39:27;;75,88;;101,43;
01.11.2023 00:39:29;;79,19;;;
01.11.2023 00:39:29;;75,88;;;
01.11.2023 00:39:31;;94,17;55,99;103,40;
01.11.2023 00:39:31;;79,19;;;
01.11.2023 00:39:33;;99,11;;105,45;
01.11.2023 00:39:33;;94,17;;;
01.11.2023 00:39:35;;96,72;;;
01.11.2023 00:39:37;;93,74;;103,72;
01.11.2023 00:39:39;;90,46;;;
01.11.2023 00:39:39;;93,74;;;
01.11.2023 00:39:41;;84,99;;101,83;
01.11.2023 00:39:41;;90,46;;;
01.11.2023 00:39:43;;82,71;;;
01.11.2023 00:39:45;;91,80;;;
01.11.2023 00:39:45;;82,71;;;
01.11.2023 00:39:47;;99,55;;103,96;
01.11.2023 00:39:47;;91,80;;;
01.11.2023 00:39:49;;98,51;;;
01.11.2023 00:39:51;;;57,23;;33,97
01.11.2023 00:39:53;;95,99;;102,82;
01.11.2023 00:39:55;;93,05;56,03;;
01.11.2023 00:39:57;;90,34;;104,09;
01.11.2023 00:39:59;;96,50;;105,86;
01.11.2023 00:39:59;;90,34;;;
01.11.2023 00:40:01;;98,26;57,43;107,22;
01.11.2023 00:40:03;;;59,65;108,42;
01.11.2023 00:40:05;;102,59;;;32,87
01.11.2023 00:40:05;;98,26;;;
01.11.2023 00:40:07;;103,64;;;
01.11.2023 00:40:09;;;58,16;107,33;
01.11.2023 00:40:11;;105,85;;;
01.11.2023 00:40:13;;114,27;;;
01.11.2023 00:40:13;;105,85;;;
01.11.2023 00:40:15;;;57,15;;
01.11.2023 00:40:17;;109,56;;105,82;
01.11.2023 00:40:17;;114,27;;;
01.11.2023 00:40:19;;103,50;56,15;;
01.11.2023 00:40:19;;109,56;;;
01.11.2023 00:40:21;;99,90;;104,65;
01.11.2023 00:40:21;;103,50;;;
01.11.2023 00:40:23;;;;;34,07
01.11.2023 00:40:25;;102,95;;;
01.11.2023 00:40:25;;99,90;;;
01.11.2023 00:40:27;;113,44;;105,70;
01.11.2023 00:40:27;;102,95;;;
01.11.2023 00:40:29;;116,98;;;
01.11.2023 00:40:29;;113,44;;;
01.11.2023 00:40:31;;113,36;57,16;106,84;
01.11.2023 00:40:31;;116,98;;;
01.11.2023 00:40:33;;110,05;56,10;;
01.11.2023 00:40:33;;113,36;;;
01.11.2023 00:40:35;;106,05;;;
01.11.2023 00:40:35;;110,05;;;
01.11.2023 00:40:37;;106,05;;;
01.11.2023 00:40:37;;101,72;;105,19;
01.11.2023 00:40:39;;99,10;;;
01.11.2023 00:40:41;;106,14;;;
01.11.2023 00:40:41;;99,10;;;
01.11.2023 00:40:43;;108,10;57,40;106,25;
01.11.2023 00:40:47;;105,97;56,23;;
01.11.2023 00:40:51;;104,39;;105,20;
01.11.2023 00:40:53;;101,70;;;
01.11.2023 00:40:55;;;55,22;;
01.11.2023 00:40:57;;103,71;;;
01.11.2023 00:40:59;;98,58;;;
01.11.2023 00:40:59;;103,71;;;
01.11.2023 00:41:01;;97,31;;;
01.11.2023 00:41:03;;100,55;56,63;104,12;
01.11.2023 00:41:03;;97,31;;;
01.11.2023 00:41:07;;104,14;;;
01.11.2023 00:41:07;;100,55;;;
01.11.2023 00:41:09;;104,14;;;
01.11.2023 00:41:09;;114,67;58,23;106,19;
01.11.2023 00:41:13;;108,46;56,61;;
01.11.2023 00:41:13;;114,67;;;
01.11.2023 00:41:15;;100,82;;105,01;
01.11.2023 00:41:15;;108,46;;;
01.11.2023 00:41:17;;94,52;55,32;;
01.11.2023 00:41:17;;100,82;;;
01.11.2023 00:41:19;;92,20;;;31,79
01.11.2023 00:41:21;;97,73;;;
01.11.2023 00:41:21;;92,20;;;
01.11.2023 00:41:23;;97,73;;;
01.11.2023 00:41:23;;108,91;;106,27;30,11
01.11.2023 00:41:25;;111,15;;;
01.11.2023 00:41:27;;109,00;;;28,72
01.11.2023 00:41:31;;105,44;;105,09;27,46
01.11.2023 00:41:31;;109,00;;;
01.11.2023 00:41:33;;96,85;;;
01.11.2023 00:41:33;;105,44;;;
01.11.2023 00:41:35;;98,00;;;
01.11.2023 00:41:37;;101,44;56,95;;
01.11.2023 00:41:37;;98,00;;;
01.11.2023 00:41:43;;103,65;;;26,33
01.11.2023 00:41:45;;;55,68;;
01.11.2023 00:41:47;;102,07;;103,99;
01.11.2023 00:41:49;;;;;25,24
01.11.2023 00:41:51;;106,47;;;
01.11.2023 00:41:51;;102,07;;;
01.11.2023 00:41:53;;100,47;54,48;101,05;
01.11.2023 00:41:53;;106,47;;;
01.11.2023 00:41:55;;94,91;;99,80;24,17
01.11.2023 00:41:55;;100,47;;;
01.11.2023 00:41:57;;93,49;;;
01.11.2023 00:41:59;;92,45;;;
01.11.2023 00:42:01;;93,58;;;
01.11.2023 00:42:03;;101,11;;;
01.11.2023 00:42:03;;93,58;;;
01.11.2023 00:42:05;;101,11;;;
01.11.2023 00:42:05;;111,42;;100,87;
01.11.2023 00:42:07;;;;;22,89
01.11.2023 00:42:09;;107,36;;;
01.11.2023 00:42:09;;111,42;;;
01.11.2023 00:42:11;;107,36;;;
01.11.2023 00:42:11;;103,12;;98,94;
01.11.2023 00:42:13;;96,33;52,90;;
01.11.2023 00:42:13;;103,12;;;
01.11.2023 00:42:15;;90,30;;97,14;21,66
01.11.2023 00:42:15;;96,33;;;
01.11.2023 00:42:17;;95,11;51,42;;
01.11.2023 00:42:17;;90,30;;;
01.11.2023 00:42:19;;95,11;;;
01.11.2023 00:42:19;;99,84;52,46;98,33;
01.11.2023 00:42:21;;105,00;;;
01.11.2023 00:42:21;;99,84;;;
01.11.2023 00:42:25;;106,72;;;
01.11.2023 00:42:27;;105,23;;;
01.11.2023 00:42:29;;102,21;;;20,60
01.11.2023 00:42:29;;105,23;;;
01.11.2023 00:42:31;;;;97,12;
01.11.2023 00:42:35;;96,32;;;
01.11.2023 00:42:35;;102,21;;;
01.11.2023 00:42:37;;88,29;;95,49;
01.11.2023 00:42:37;;96,32;;;
01.11.2023 00:42:39;;83,62;;;
01.11.2023 00:42:39;;88,29;;;
01.11.2023 00:42:41;;79,86;;94,07;
01.11.2023 00:42:41;;83,62;;;
01.11.2023 00:42:43;;84,15;;;
01.11.2023 00:42:43;;79,86;;;
01.11.2023 00:42:45;;97,85;;96,46;
01.11.2023 00:42:45;;84,15;;;
01.11.2023 00:42:47;;105,01;54,01;97,86;19,13
01.11.2023 00:42:47;;97,85;;;
01.11.2023 00:42:51;;;52,47;;
01.11.2023 00:42:53;;102,51;;;18,10
01.11.2023 00:42:55;;96,76;;;
01.11.2023 00:42:55;;102,51;;;
01.11.2023 00:42:57;;89,23;;95,86;
01.11.2023 00:42:57;;96,76;;;
01.11.2023 00:42:59;;93,05;;;
01.11.2023 00:42:59;;89,23;;;
01.11.2023 00:43:01;;93,05;;;
01.11.2023 00:43:01;;98,66;;96,90;
01.11.2023 00:43:03;;100,92;;;
01.11.2023 00:43:05;;104,35;;;
01.11.2023 00:43:05;;100,92;;;
01.11.2023 00:43:07;;108,42;53,61;;
01.11.2023 00:43:07;;104,35;;;
01.11.2023 00:43:09;;111,36;;98,52;
01.11.2023 00:43:13;;116,81;;100,02;
01.11.2023 00:43:13;;111,36;;;
01.11.2023 00:43:15;;118,04;;;
01.11.2023 00:43:17;;113,33;;;16,76
01.11.2023 00:43:17;;118,04;;;
01.11.2023 00:43:19;;108,92;;;
01.11.2023 00:43:19;;113,33;;;
01.11.2023 00:43:21;;110,12;;;
01.11.2023 00:43:23;;111,48;;;15,56
01.11.2023 00:43:25;;114,34;;;
01.11.2023 00:43:27;;114,34;;;
01.11.2023 00:43:27;;124,41;;102,22;
01.11.2023 00:43:29;;126,49;;;
01.11.2023 00:43:31;;121,11;55,33;;
01.11.2023 00:43:31;;126,49;;;
01.11.2023 00:43:33;;114,43;;;
01.11.2023 00:43:33;;121,11;;;
01.11.2023 00:43:35;;102,69;53,89;99,58;
01.11.2023 00:43:35;;114,43;;;
01.11.2023 00:43:37;;95,26;;;
01.11.2023 00:43:37;;102,69;;;
01.11.2023 00:43:39;;90,79;52,05;98,15;
01.11.2023 00:43:39;;95,26;;;
01.11.2023 00:43:41;;92,29;;;
01.11.2023 00:43:43;;95,11;;;
01.11.2023 00:43:45;;95,11;;;
01.11.2023 00:43:45;;98,17;;;
01.11.2023 00:43:47;;100,48;;;16,58
01.11.2023 00:43:49;;;53,66;;
01.11.2023 00:43:51;;;;97,06;
01.11.2023 00:43:53;;97,47;;95,79;
01.11.2023 00:43:53;;100,48;;;
01.11.2023 00:43:55;;90,19;52,36;;
01.11.2023 00:43:55;;97,47;;;
01.11.2023 00:43:57;;90,19;;;
01.11.2023 00:43:57;;84,79;;94,77;
01.11.2023 00:43:59;;82,07;;;
01.11.2023 00:44:01;;84,65;;;17,60
01.11.2023 00:44:03;;88,79;;96,40;
01.11.2023 00:44:03;;84,65;;;
01.11.2023 00:44:05;;91,66;;;
01.11.2023 00:44:07;;94,31;;;16,21
01.11.2023 00:44:09;;;;94,65;
01.11.2023 00:44:11;;92,82;51,31;;17,35
01.11.2023 00:44:13;;89,19;50,03;91,99;18,47
01.11.2023 00:44:13;;92,82;;;
01.11.2023 00:44:15;;80,03;;90,66;19,47
01.11.2023 00:44:15;;89,19;;;
01.11.2023 00:44:17;;74,29;;89,44;20,62
01.11.2023 00:44:17;;80,03;;;
01.11.2023 00:44:19;;73,02;;88,09;
01.11.2023 00:44:23;;75,81;;;
01.11.2023 00:44:25;;81,04;;;
01.11.2023 00:44:25;;75,81;;;
01.11.2023 00:44:27;;88,80;;89,80;
01.11.2023 00:44:27;;81,04;;;
01.11.2023 00:44:29;;92,01;;;
01.11.2023 00:44:29;;88,80;;;
01.11.2023 00:44:31;;93,25;;;
01.11.2023 00:44:33;;94,41;51,05;;
01.11.2023 00:44:35;;92,27;;;
01.11.2023 00:44:37;;87,25;49,57;;19,35
01.11.2023 00:44:37;;92,27;;;
01.11.2023 00:44:39;;82,42;;88,52;
01.11.2023 00:44:39;;87,25;;;
01.11.2023 00:44:41;;79,92;48,35;;
01.11.2023 00:44:43;;82,10;;;
01.11.2023 00:44:45;;87,36;;;
01.11.2023 00:44:45;;82,10;;;
01.11.2023 00:44:47;;88,99;49,53;90,19;
01.11.2023 00:44:49;;92,30;;;
01.11.2023 00:44:49;;88,99;;;
01.11.2023 00:44:53;;89,54;;;18,30
01.11.2023 00:44:55;;86,07;;;
01.11.2023 00:44:55;;89,54;;;
01.11.2023 00:44:57;;81,07;;;
01.11.2023 00:44:57;;86,07;;;
01.11.2023 00:44:59;;74,98;;88,90;
01.11.2023 00:44:59;;81,07;;;
01.11.2023 00:45:01;;70,02;;;
01.11.2023 00:45:01;;74,98;;;
01.11.2023 00:45:03;;77,29;;89,96;
01.11.2023 00:45:03;;70,02;;;
01.11.2023 00:45:05;;83,13;;;
01.11.2023 00:45:05;;77,29;;;
01.11.2023 00:45:07;;87,26;50,80;91,84;
01.11.2023 00:45:07;;83,13;;;
01.11.2023 00:45:09;;90,65;;;
01.11.2023 00:45:09;;87,26;;;
01.11.2023 00:45:11;;92,57;;;
01.11.2023 00:45:13;;91,35;;;
01.11.2023 00:45:15;;87,78;;;
01.11.2023 00:45:15;;91,35;;;
01.11.2023 00:45:17;;83,27;;;
01.11.2023 00:45:17;;87,78;;;
01.11.2023 00:45:19;;78,40;;90,38;
01.11.2023 00:45:19;;83,27;;;
01.11.2023 00:45:21;;73,93;;;
01.11.2023 00:45:21;;78,40;;;
01.11.2023 00:45:27;;77,24;;;
01.11.2023 00:45:27;;73,93;;;
01.11.2023 00:45:29;;81,97;;;
01.11.2023 00:45:29;;77,24;;;
01.11.2023 00:45:31;;86,45;;92,40;
01.11.2023 00:45:31;;81,97;;;
01.11.2023 00:45:33;;90,40;;;
01.11.2023 00:45:33;;86,45;;;
01.11.2023 00:45:35;;90,40;;;
01.11.2023 00:45:35;;93,52;;;
01.11.2023 00:45:37;;97,40;;;17,02
01.11.2023 00:45:37;;93,52;;;
01.11.2023 00:45:39;;96,09;;90,94;
01.11.2023 00:45:41;;90,71;49,59;;
01.11.2023 00:45:41;;96,09;;;
01.11.2023 00:45:43;;97,59;;;
01.11.2023 00:45:43;;90,71;;;
01.11.2023 00:45:47;;96,55;51,10;;
01.11.2023 00:45:49;;97,57;;;
01.11.2023 00:45:51;;96,42;;;15,67
01.11.2023 00:45:55;;;;92,47;
01.11.2023 00:45:57;;101,73;52,24;94,85;
01.11.2023 00:45:57;;96,42;;;
01.11.2023 00:45:59;;95,88;;;
01.11.2023 00:45:59;;101,73;;;
01.11.2023 00:46:01;;90,35;;93,61;17,86
01.11.2023 00:46:01;;95,88;;;
01.11.2023 00:46:03;;88,77;;;19,17
01.11.2023 00:46:05;;86,06;;;
01.11.2023 00:46:07;;87,28;;;20,43
01.11.2023 00:46:09;;92,25;;95,21;
01.11.2023 00:46:09;;87,28;;;
01.11.2023 00:46:11;;100,76;;96,83;
01.11.2023 00:46:11;;92,25;;;
01.11.2023 00:46:13;;102,70;;;
01.11.2023 00:46:15;;99,62;;;
01.11.2023 00:46:15;;102,70;;;
01.11.2023 00:46:17;;97,29;;;
01.11.2023 00:46:19;;90,08;;;
01.11.2023 00:46:19;;97,29;;;
01.11.2023 00:46:21;;84,85;;;21,58
01.11.2023 00:46:21;;90,08;;;
01.11.2023 00:46:23;;88,79;;95,71;
01.11.2023 00:46:23;;84,85;;;
01.11.2023 00:46:25;;96,19;53,86;96,76;
01.11.2023 00:46:25;;88,79;;;
01.11.2023 00:46:27;;99,57;;;22,77
01.11.2023 00:46:27;;96,19;;;
01.11.2023 00:46:31;;101,35;;;24,19
01.11.2023 00:46:35;;99,24;;;
01.11.2023 00:46:37;;103,78;;;25,25
01.11.2023 00:46:37;;99,24;;;
01.11.2023 00:46:39;;;;98,47;
01.11.2023 00:46:41;;102,50;52,19;;
01.11.2023 00:46:43;;99,71;;;
01.11.2023 00:46:45;;101,76;;97,38;
01.11.2023 00:46:47;;103,82;53,57;;
01.11.2023 00:46:51;;113,06;;;
01.11.2023 00:46:51;;103,82;;;
01.11.2023 00:46:53;;116,53;;98,99;
01.11.2023 00:46:53;;113,06;;;
01.11.2023 00:46:55;;114,69;;;
01.11.2023 00:46:57;;114,69;;;
01.11.2023 00:46:57;;106,29;;97,59;
01.11.2023 00:46:59;;98,78;;;
01.11.2023 00:46:59;;106,29;;;
01.11.2023 00:47:01;;89,68;51,74;95,65;
01.11.2023 00:47:01;;98,78;;;
01.11.2023 00:47:03;;82,23;;;26,54
01.11.2023 00:47:03;;89,68;;;
01.11.2023 00:47:05;;83,66;52,88;;
01.11.2023 00:47:07;;97,38;;98,20;
01.11.2023 00:47:07;;83,66;;;
01.11.2023 00:47:09;;104,68;;;
01.11.2023 00:47:09;;97,38;;;
01.11.2023 00:47:15;;100,69;;;
01.11.2023 00:47:15;;104,68;;;
01.11.2023 00:47:17;;94,59;;;
01.11.2023 00:47:17;;100,69;;;
01.11.2023 00:47:19;;97,90;;;
01.11.2023 00:47:19;;94,59;;;
01.11.2023 00:47:21;;96,58;54,10;;
01.11.2023 00:47:23;;95,43;;;
01.11.2023 00:47:25;;100,96;;;
01.11.2023 00:47:25;;95,43;;;
01.11.2023 00:47:27;;103,47;;99,36;
01.11.2023 00:47:29;;104,50;;;
01.11.2023 00:47:33;;112,14;;100,43;
01.11.2023 00:47:33;;104,50;;;
01.11.2023 00:47:35;;113,93;;;
01.11.2023 00:47:37;;108,59;;;
01.11.2023 00:47:37;;113,93;;;
01.11.2023 00:47:39;;108,59;;;
01.11.2023 00:47:39;;103,19;52,76;98,87;
01.11.2023 00:47:41;;96,50;;;
